"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"68","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101271","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002533","","101271","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"69","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101272","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002534","","101272","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"70","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101273","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002535","","101273","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"71","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101274","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002536","","101274","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"72","BOSCOVS","210.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101275","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002537","","101275","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","DE","","",
"73","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101276","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002539","","101276","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"74","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101277","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002541","","101277","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"75","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101278","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002543","","101278","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"76","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101279","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002544","","101279","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"77","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101280","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002545","","101280","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"78","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101281","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002547","","101281","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"79","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101282","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002548","","101282","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"80","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101283","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002549","","101283","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"81","BOSCOVS","210.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101284","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002550","","101284","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","OH","","",
"82","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101285","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002551","","101285","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"83","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101286","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002552","","101286","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"84","BOSCOVS","336.00","","No collection Info","000123","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101287","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002553","","101287","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"85","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101288","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002554","","101288","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"86","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101289","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002555","","101289","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"87","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101290","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002556","","101290","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"88","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101291","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002557","","101291","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"89","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101292","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002558","","101292","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"90","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101293","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002559","","101293","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"91","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101294","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002560","","101294","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NJ","","",
"92","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101295","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002561","","101295","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"93","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101296","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002562","","101296","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"94","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101297","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002563","","101297","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"95","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101298","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002564","","101298","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"96","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101299","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002565","","101299","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"97","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101300","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002566","","101300","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","NY","","",
"98","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101301","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002567","","101301","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","DE","","",
"99","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101302","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002568","","101302","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"100","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101303","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002569","","101303","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","NJ","","",
"101","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101304","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002570","","101304","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"102","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101305","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002571","","101305","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"103","BOSCOVS","210.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101306","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002572","","101306","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","MD","","",
"104","BOSCOVS","336.00","","No collection Info","000124","12/26/2013","NET 30","813035","","Shipped","BS0001","690135","Open","101307","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","30","1 to 30"," 30","","AF","12/13","","","","","","W","12/26/2013","","002573","","101307","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"105","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101310","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","23","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","000434","","101310","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"106","BOSCOVS","360.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101311","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","23","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002530","","101311","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"107","BOSCOVS","1,035.00","","No collection Info","000128","01/03/2014","NET 30","807276","","Shipped","BS0001","687278","Open","101312","  .00%",".00","1,035.00","02/02/2014",".00","Invoice",".00","PB","23","1 to 30"," 30","","AF","12/13","","","","","","W","01/06/2014","","002531","","101312","G332","","01/03/14","VENDOR PORTAL","   276","    23","170596","1,035.00","    .00",".00","000025","","","PA","","",
