"Seq","Status","TS Status","Account No.","Name","Assign. No.","Amount*","Reference","Date","Cust PO","Terms","Approval","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Description","Collection","Ship-To","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"68","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","2,160.00","100601","10/14/2013","F0PV70","NET 75","APRVD JM","  .00%",".00","2,160.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000521","","","100601","G165","","10/14/13","CALL TO ROUTE","   720","    15","140547","2,160.00","    .00",".00","","","","VA","","",
"69","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","720.00","100602","10/14/2013","F0PV71","NET 75","APRVD JM","  .00%",".00","720.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000522","","","100602","G166","","10/14/13","CALL TO ROUTE","   240","     5","140548","720.00","    .00",".00","","","","MS","","",
"70","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","3,312.00","100603","10/14/2013","F0PV72","NET 75","APRVD JM","  .00%",".00","3,312.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000524","","","100603","G164","","10/14/13","CALL TO ROUTE","  1104","    23","140549","3,312.00","    .00",".00","","","","MO","","",
"71","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","720.00","100605","10/14/2013","F0PV73","NET 75","APRVED JM","  .00%",".00","720.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000525","","","100605","G161","","10/14/13","CALL TO ROUTE","   240","     5","140551","720.00","    .00",".00","","","","FL","","",
"72","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","864.00","100609","10/14/2013","F0PV77","NET 75","APRVD JM","  .00%",".00","864.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000529","","","100609","G157","","10/14/13","CALL TO ROUTE","   288","     6","140555","864.00","    .00",".00","","","","AL","","",
"73","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000065","144.00","100610","10/14/2013","F0PV78","NET 75","APRVD JM","  .00%",".00","144.00","12/28/2013",".00","Invoice",".00","PB","11","1 to 30"," 75","","DS","08/13","","","","","","W","10/16/2013","","","No collection Info","000530","","","100610","G153","","10/14/13","CALL TO ROUTE","    48","     1","140556","144.00","    .00",".00","","","","CA","","",
"74","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","14,592.00","100701","10/21/2013","F0W9M3","NET 75","142142","  .00%",".00","14,592.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000519","","","100701","G188","","10/21/13"," VENDOR PORTAL","  7296","   114","142860","14,592.00","    .00",".00","","","","KY","","",
"75","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","36,096.00","100702","10/21/2013","F0W9M4","NET 75","142142","  .00%",".00","36,096.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000520","","","100702","G192","","10/21/13"," VENDOR PORTAL"," 18048","   282","142861","36,096.00","    .00",".00","","","","OK","","",
"76","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","14,592.00","100703","10/21/2013","F0W9M5","NET 75","142139","  .00%",".00","14,592.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000521","","","100703","G191","","10/21/13"," VENDOR PORTAL","  7296","   114","142862","14,592.00","    .00",".00","","","","VA","","",
"77","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","19,200.00","100704","10/21/2013","F0W9M6","NET 75","142139","  .00%",".00","19,200.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000522","","","100704","G193","","10/21/13"," VENDOR PORTAL","  9600","   150","142863","19,200.00","    .00",".00","","","","MS","","",
"78","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","20,736.00","100705","10/21/2013","F0W9M7","NET 75","142139","  .00%",".00","20,736.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000524","","","100705","G187","","10/21/13"," VENDOR PORTAL"," 10368","   162","142864","20,736.00","    .00",".00","","","","MO","","",
"79","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","19,200.00","100706","10/21/2013","F0W9M8","NET 75","142139","  .00%",".00","19,200.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000525","","","100706","G190","","10/21/13"," VENDOR PORTAL","  9600","   150","142865","19,200.00","    .00",".00","","","","FL","","",
"80","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","16,896.00","100709","10/21/2013","F0W9MF","NET 75","142139","  .00%",".00","16,896.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000528","","","100709","G201","","10/21/13"," VENDOR PORTAL","  8448","   132","142868","16,896.00","    .00",".00","","","","IN","","",
"81","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000078","17,664.00","100710","10/21/2013","F0W9MG","NET 75","142139","  .00%",".00","17,664.00","01/05/2014",".00","Invoice",".00","PB","3","1 to 30"," 75","","DS","08/13","","","","","","W","10/25/2013","","","No collection Info","000529","","","100710","G189","","10/21/13"," VENDOR PORTAL","  8832","   138","142869","17,664.00","    .00",".00","","","","AL","","",
"82","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000105","19,200.00","100707","11/04/2013","F0W9M9","NET 75","142139","  .00%",".00","19,200.00","01/19/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","08/13","","","","","","W","12/02/2013","","","No collection Info","000526","","","100707","G246","","11/04/13","EXLA-ESTES EXPR","  9600","   150","142867","19,200.00","    .00",".00","","","","OH","","",
"83","Open","Shipped","DG0001","DOLLAR GENERAL LLC","000105","7,936.00","100708","11/04/2013","F0W9MC","NET 75","142139","  .00%",".00","7,936.00","01/19/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","08/13","","","","","","W","12/02/2013","","","No collection Info","000527","","","100708","G246","","11/04/13","EXLA-ESTES EXPR","  3968","    62","142867","7,936.00","    .00",".00","","","","SC","","",
"84","Open","Shipped","DG0001","DOLGENCORP LLC","000098","24,048.00","101049","11/11/2013","F0Y5MH","NET 75","592554","  .00%",".00","24,048.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000519","","","101049","G244","","11/11/13","CALL TO ROUTE","  8016","   167","","24,048.00","    .00",".00","","","","TN","","",
"85","Open","Shipped","DG0001","DOLGENCORP LLC","000098","25,632.00","101051","11/11/2013","F0Y5MK","NET 75","592554","  .00%",".00","25,632.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000521","","","101051","G244","","11/11/13","CALL TO ROUTE","  8544","   178","","25,632.00","    .00",".00","","","","VA","","",
"86","Open","Shipped","DG0001","DOLGENCORP LLC","000098","35,568.00","101053","11/11/2013","F0Y5MN","NET 75","592554","  .00%",".00","35,568.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000524","","","101053","G244","","11/11/13","CALL TO ROUTE"," 11856","   247","","35,568.00","    .00",".00","","","","MO","","",
"87","Open","Shipped","DG0001","DOLGENCORP LLC","000098","21,600.00","101056","11/11/2013","F0Y5MR","NET 75","592554","  .00%",".00","21,600.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000527","","","101056","G244","","11/11/13","CALL TO ROUTE","  7200","   150","","21,600.00","    .00",".00","","","","SC","","",
"88","Open","Shipped","DG0001","DOLGENCORP LLC","000098","31,824.00","101058","11/11/2013","F0Y5MV","NET 75","592554","  .00%",".00","31,824.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000529","","","101058","G244","","11/11/13","CALL TO ROUTE"," 10608","   221","","31,824.00","    .00",".00","","","","AL","","",
"89","Open","Shipped","DG0001","DOLGENCORP LLC","000098","54,288.00","101050","11/12/2013","F0Y5MJ","NET 75","592554","  .00%",".00","54,288.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000520","","","101050","G244","","11/12/13","CALL TO ROUTE"," 18096","   377","","54,288.00","    .00",".00","","","","OK","","",
"90","Open","Shipped","DG0001","DOLGENCORP LLC","000098","30,816.00","101052","11/12/2013","F0Y5MM","NET 75","592554","  .00%",".00","30,816.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000522","","","101052","G244","","11/12/13","CALL TO ROUTE"," 10272","   214","","30,816.00","    .00",".00","","","","MS","","",
"91","Open","Shipped","DG0001","DOLGENCORP LLC","000098","31,680.00","101054","11/12/2013","F0Y5MP","NET 75","592554","  .00%",".00","31,680.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000525","","","101054","G244","","11/12/13","CALL TO ROUTE"," 10560","   220","","31,680.00","    .00",".00","","","","FL","","",
"92","Open","Shipped","DG0001","DOLGENCORP LLC","000098","33,552.00","101055","11/12/2013","F0Y5MQ","NET 75","592554","  .00%",".00","33,552.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000526","","","101055","G244","","11/12/13","CALL TO ROUTE"," 11184","   233","","33,552.00","    .00",".00","","","","OH","","",
"93","Open","Shipped","DG0001","DOLGENCORP LLC","000098","29,808.00","101057","11/12/2013","F0Y5MT","NET 75","592554","  .00%",".00","29,808.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000528","","","101057","G244","","11/12/13","CALL TO ROUTE","  9936","   207","","29,808.00","    .00",".00","","","","IN","","",
"94","Open","Shipped","DG0001","DOLGENCORP LLC","000098","6,624.00","101059","11/12/2013","F0Y5MW","NET 75","592554","  .00%",".00","6,624.00","01/27/2014",".00","Invoice",".00","PB","","Current"," 75","","DS","11/13","","","","","","W","11/12/2013","","","No collection Info","000530","","","101059","G244","","11/12/13","CALL TO ROUTE","  2208","    46","","6,624.00","    .00",".00","","","","CA","","",
"95","Open","Shipped","DT0001","DAD TRADING CORP. DB","000111","1,406.50","100916","11/06/2013","101013","NET 30","582714","  .00%",".00","1,406.50","12/06/2013",".00","Invoice",".00","PB","33","31 to 60"," 30","","EE","10/13","","","","","","W","12/03/2013","","","No collection Info","DT0001","","LINE 0006RG VOIDED.  (STYLE 3151K00)","100916","G257","","11/06/13","UCL","   200","    21","151623","1,406.50","    .00",".00","","466356","Voided Line 0006RG Voided Line 0006R9 Vo","NY","","",
"96","Open","Shipped","EH0001","ELIZA HENRY","000104","680.16","101131","11/27/2013","1","NET 30","753848","  .00%","29.16","680.16","12/27/2013",".00","Invoice","36.00","PB","12","1 to 30"," 30","","KR","11/13","","","","","","W","12/02/2013","","","No collection Info","EH0001","","","101131","G294","","11/27/13","UPSN-UNITED PAR","    42","     6","","680.16","  29.16",".00","","557841391730","","OH","","",
"97","Open","Shipped","EL0000","ELBERT DEPT STORE","000080","758.39","100898","10/25/2013","03132013","NET 30","391359","  .00%","105.89","758.39","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","JC","10/13","","","","","","W","11/04/2013","","","No collection Info","EL0000","","","100898","G215","","10/25/13","FEDEX GROUND","    48","     8","","758.39"," 105.89",".00","","557841385859","","MO","","",
"98","Open","Shipped","FM0001","FORMAN MILLS","000110","1,620.00","100146","09/03/2013","299198","NET 60","215949","  .00%",".00","1,620.00","11/02/2013",".00","Invoice",".00","PB","67","61 to 90"," 60","","JB","08/13","","","","","","W","12/03/2013","","","No collection Info","FM0001","","","100146","G287","","09/10/13","GCTN-GREAT CENT","   240","    20","132499","1,620.00","    .00",".00","","","","NJ","","",
"99","Open","Shipped","GA0001","GARLANS FASHION APPA","000090","197.62","100982","11/01/2013","11382","NET 30","108618","  .00%",".00","197.62","12/01/2013",".00","Invoice","-34.88","PB","38","31 to 60"," 30","","BB","10/13","","","","","","W","11/11/2013","","","No collection Info","GA0001","","","100982","G260","","10/30/13","UPS COLLECT","    24","     4","","197.62","    .00",".00","","","","CA","","",
"100","Open","Shipped","GA0001","GARLANS FASHION APPA","000090","91.80","100983","11/01/2013","11383","NET 30","108618","  .00%",".00","91.80","12/01/2013",".00","Invoice","-16.20","PB","38","31 to 60"," 30","","BB","10/13","","","","","","W","11/11/2013","","","No collection Info","GA0001","","","100983","G260","","11/01/13","UPS","    12","     2","","91.80","    .00",".00","","","","CA","","",
"101","Open","Shipped","GG0001","GUYS N GALS","000080","697.01","100902","10/25/2013","3132013","NET 30","392286","  .00%","101.51","697.01","11/24/2013",".00","Invoice",".00","PB","45","31 to 60"," 30","","JC","10/13","","","","","","W","11/04/2013","","","No collection Info","GG0001","","","100902","G217","","10/25/13","FEDEX GROUND","    48","     8","","697.01"," 101.51",".00","","","","KS","","",
"102","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000033","405.00","100186","09/04/2013","COS-3332","NET 60","368899","  .00%",".00","405.00","11/03/2013",".00","Invoice",".00","PB","66","61 to 90"," 60","","MC","08/13","","","","","","W","09/04/2013","","","No collection Info","GO0001","","","100186","G6","","09/18/13","","    72","     6","134003","405.00","    .00",".00","","","","CA","","",
"103","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000033","504.00","100197","09/04/2013","SAL-3337","NET 60","368899","  .00%",".00","504.00","11/03/2013",".00","Invoice",".00","PB","66","61 to 90"," 60","","MC","08/13","","","","","","W","09/04/2013","","","No collection Info","GO0001","","","100197","G7","","09/18/13","","    96","     8","134014","504.00","    .00",".00","","","","CA","","",
"104","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000043","672.00","100311","09/13/2013","SAL-3337","NET 60","397332 MT","  .00%",".00","672.00","11/12/2013",".00","Invoice",".00","PB","57","31 to 60"," 60","","MC","08/13","","","","","","W","09/23/2013","","","No collection Info","GO0001","","","100311","G52","","09/23/13","COSMO","    96","     8","137088","672.00","    .00",".00","","","","CA","","",
"105","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000033","198.00","100187","09/18/2013","COS-3340","NET 60","368899","  .00%",".00","198.00","11/17/2013",".00","Invoice",".00","PB","52","31 to 60"," 60","","MC","08/13","","","","","","W","09/04/2013","","","No collection Info","GO0001","","","100187","G5","","09/18/13","","    36","     3","134004","198.00","    .00",".00","","","","CA","","",
"106","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000035","1,299.00","100188","09/18/2013","COS-3820","NET 60","357518","  .00%",".00","1,299.00","11/17/2013",".00","Invoice",".00","PB","52","31 to 60"," 60","","EE","08/13","","","","","","W","09/18/2013","","","No collection Info","GO0001","","","100188","G14","","09/18/13","","   216","    30","134005","1,299.00","    .00",".00","","","","CA","","",
"107","Open","Shipped","GO0001","GONZALEZ ASSOCIATES","000035","1,798.20","100189","09/18/2013","GUA-3330","NET 60","368899","  .00%",".00","1,798.20","11/17/2013",".00","Invoice",".00","PB","52","31 to 60"," 60","","MC","08/13","","","","","","W","09/18/2013","","","No collection Info","GO0001","","","100189","G11","","09/18/13","","   324","    27","134006","1,798.20","    .00",".00","","","","CA","","",
