"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"95","Open","SM0001","STEIN MART","Invoice","100407","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000068","10/16/2013","","","No collection Info","691583250","002268","NONE","","","100407","","","MI",
"96","Open","SM0001","STEIN MART","Invoice","100409","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583267","002274","NONE","","","100409","","","FL",
"97","Open","SM0001","STEIN MART","Invoice","100410","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583269","002276","NONE","","","100410","","","NY",
"98","Open","SM0001","STEIN MART","Invoice","100411","189.00",".00","  .00%",".00",".00","189.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583275","002279","NONE","","","100411","","","IN",
"99","Open","SM0001","STEIN MART","Invoice","100413","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583281","002283","NONE","","","100413","","","FL",
"100","Open","SM0001","STEIN MART","Invoice","100415","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583286","002286","NONE","","","100415","","","FL",
"101","Open","SM0001","STEIN MART","Invoice","100417","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583289","002288","NONE","","","100417","","","FL",
"102","Open","SM0001","STEIN MART","Invoice","100420","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583297","002294","NONE","","","100420","","","IN",
"103","Open","SM0001","STEIN MART","Invoice","100421","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583298","002295","NONE","","","100421","","","FL",
"104","Open","SM0001","STEIN MART","Invoice","100424","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583326","002310","NONE","","","100424","","","NJ",
"105","Open","SM0001","STEIN MART","Invoice","100426","189.00",".00","  .00%",".00",".00","189.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583334","002314","NONE","","","100426","","","IN",
"106","Open","SM0001","STEIN MART","Invoice","100427","378.00",".00","  .00%",".00",".00","378.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583337","002316","214696","","","100427","","","FL",
"107","Open","SM0001","STEIN MART","Invoice","100428","189.00",".00","  .00%",".00",".00","189.00","NET 10 EOM + 30","EE","10/15/2013","W","PB","85","31 to 60","  0","11/10/2013","","08/13","","","","","","000069","10/16/2013","","","No collection Info","691583341","002318","214696","","","100428","","","GA",
"108","Open","ZU0001","ZULILY","Invoice","100506","419.80","53.05","  .00%",".00",".00","419.80","NET 30","EE","08/27/2013","W","PB","130","91 to 120"," 30","09/26/2013","","08/13","","","","","","000119","12/18/2013","","","No collection Info","SAMPLES","001412","SAMPLES","","","100506","","","CO",
"109","Open","AS0001","AS COOPER AND SONS","Invoice","100557","216.00",".00","  .00%",".00",".00","216.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33958","001419","117285","","LINE 000155 VOIDED.  (STYLE 2093206)","100557","","","NJ",
"110","Open","AS0001","AS COOPER AND SONS","Invoice","100558","306.00",".00","  .00%",".00",".00","306.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33960","001419","117285","","LINE 00002D VOIDED.  (STYLE 6096003)","100558","","","NJ",
"111","Open","AS0001","AS COOPER AND SONS","Invoice","100559","100.80",".00","  .00%",".00",".00","100.80","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33964","001419","117285","","LINE 000158 VOIDED.  (STYLE 1093215)","100559","","","NJ",
"112","Open","AS0001","AS COOPER AND SONS","Invoice","100560","100.80",".00","  .00%",".00",".00","100.80","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33964","001419","117285","","LINE 000159 VOIDED.  (STYLE 1093217)","100560","","","NJ",
"113","Open","AS0001","AS COOPER AND SONS","Invoice","100561","144.00",".00","  .00%",".00",".00","144.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","ABS","001419","117285","","LINE 00005I VOIDED.  (STYLE 9892536)","100561","","","NJ",
"114","Open","LI0002","LIEBMANS","Invoice","100564","597.67","79.27","  .00%",".00",".00","597.67","NET 30","EE","09/26/2013","W","PB","100","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","07112013","LI0002","215510","","","100564","","","NY",
"115","Open","LI0002","LIEBMANS","Invoice","100565","1,007.88","71.88","  .00%",".00",".00","1,007.88","Net 30","EE","09/26/2013","W","PB","100","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120133","LI0002","215510","","","100565","","","NY",
"116","Open","LI0002","LIEBMANS","Invoice","100566","852.06","45.66","  .00%",".00",".00","852.06","Net 30","EE","09/26/2013","W","PB","100","61 to 90"," 30","10/26/2013","","08/13","","","","","","000108","12/03/2013","","","No collection Info","071120134","LI0002","215510","","","100566","","","NY",
"117","Open","AS0001","AS COOPER AND SONS","Invoice","100568","864.00",".00","  .00%",".00",".00","864.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33969","001419","117285","","LINE 0001N4 VOIDED.  (STYLE 1093273)","100568","","","NJ",
"118","Open","AS0001","AS COOPER AND SONS","Invoice","100569","144.00",".00","  .00%",".00",".00","144.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","ABS","001419","117285","","LINE 00005K VOIDED.  (STYLE 9892540)","100569","","","NJ",
"119","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100574","44,808.00",".00","  .00%",".00",".00","44,808.00","NET 75","DS","10/07/2013","W","PB","44","1 to 30"," 75","12/21/2013","","08/13","","","","","","000056","10/08/2013","","","No collection Info","","000520","APRVD JM","","","","","","OK",
"120","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100590","22,104.00",".00","  .00%",".00",".00","22,104.00","NET 75","DS","10/07/2013","W","PB","44","1 to 30"," 75","12/21/2013","","08/13","","","","","","000056","10/08/2013","","","No collection Info","","000529","APRVD JM","","","","","","AL",
"121","Open","KD0003","KID DYNOMITE","Invoice","100594","702.53","64.13","  .00%",".00",".00","702.53","NET 30","EE","10/04/2013","W","PB","92","61 to 90"," 30","11/03/2013","","08/13","","","","","","000081","11/04/2013","","","No collection Info","8213","KD0003","276389","","","100594","","","NY",
"122","Open","NA0001","NATIONAL STORES","Invoice","100595","2,400.00",".00","  .00%",".00",".00","2,400.00","ROG + 60","MC","10/14/2013","W","PB","47","1 to 30"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186193-00/274212","0996","110337","","","100595","","","TX",
"123","Open","NA0001","NATIONAL STORES","Invoice","100596","3,600.00",".00","  .00%",".00",".00","3,600.00","ROG + 60","MC","10/14/2013","W","PB","47","1 to 30"," 65","12/18/2013","","08/13","","","","","","000063","10/16/2013","","","No collection Info","186161-00/274212","NA0001","110337","","","100596","","","CA",
"124","Open","AS0001","AS COOPER AND SONS","Invoice","100615","144.00",".00","  .00%",".00",".00","144.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33959","001419","117285","","LINE 000008 VOIDED.  (STYLE 4092310)","100615","","","NJ",
"125","Open","AS0001","AS COOPER AND SONS","Invoice","100618","774.00",".00","  .00%",".00",".00","774.00","NET 30","MC","09/25/2013","W","PB","101","61 to 90"," 30","10/25/2013","","08/13","","","","","","","","","","No collection Info","33963","001419","117285","","LINE 0001N3 VOIDED.  (STYLE 4093308)","100618","","","NJ",
"126","Open","ZU0001","ZULILY","Invoice","100622","67.64","13.64","  .00%",".00",".00","67.64","NET 30","EE","09/26/2013","W","PB","100","61 to 90"," 30","10/26/2013","","08/13","","","","","","000054","10/04/2013","","","No collection Info","60606-P0000E12D4-8-1","001412","NONE","","","100622","","","CO",
"127","Open","CN0001","CONWAY","Invoice","100623","287.50","24.00","  .00%",".00",".00","287.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000481","APRVD BY D","","AS PER ELI, $8 PER CTN FOR FREIGHT","100623","","","NY",
"128","Open","CN0001","CONWAY","Invoice","100624","177.50","16.00","  .00%",".00",".00","177.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000482","APRVD BY D","","AS PER ELI, CHARGE $8 PER CTN FOR FRGHT","100624","","","NJ",
"129","Open","CN0001","CONWAY","Invoice","100625","287.50","24.00","  .00%",".00",".00","287.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000483","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT.","100625","","","NY",
"130","Open","CN0001","CONWAY","Invoice","100626","211.50","16.00","  .00%",".00",".00","211.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000484","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100626","","","NY",
"131","Open","CN0001","CONWAY","Invoice","100627","287.50","24.00","  .00%",".00",".00","287.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000485","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100627","","","NY",
"132","Open","CN0001","CONWAY","Invoice","100628","186.00","16.00","  .00%",".00",".00","186.00","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000486","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT.","100628","","","NJ",
"133","Open","CN0001","CONWAY","Invoice","100629","211.50","16.00","  .00%",".00",".00","211.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000487","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100629","","","NY",
"134","Open","CN0001","CONWAY","Invoice","100630","211.50","16.00","  .00%",".00",".00","211.50","CBD","MC","10/18/2013","W","PB","108","61 to 90","  0","10/18/2013","","08/13","","","","","","","","","","No collection Info","376317","000488","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100630","","","NY",
"135","Open","CN0001","CONWAY","Invoice","100631","211.50","16.00","  .00%",".00",".00","211.50","CBD","MC","10/18/2013","W","PB","108","61 to 90","  0","10/18/2013","","08/13","","","","","","","","","","No collection Info","376317","000489","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100631","","","NY",
"136","Open","CN0001","CONWAY","Invoice","100632","177.50","16.00","  .00%",".00",".00","177.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000490","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100632","","","PA",
"137","Open","CN0001","CONWAY","Invoice","100633","186.00","16.00","  .00%",".00",".00","186.00","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000491","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100633","","","PA",
"138","Open","CN0001","CONWAY","Invoice","100634","211.50","16.00","  .00%",".00",".00","211.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000492","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100634","","","PA",
"139","Open","CN0001","CONWAY","Invoice","100635","287.50","24.00","  .00%",".00",".00","287.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000493","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100635","","","NY",
"140","Open","CN0001","CONWAY","Invoice","100636","186.00","16.00","  .00%",".00",".00","186.00","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000494","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100636","","","PA",
"141","Open","CN0001","CONWAY","Invoice","100637","330.00","24.00","  .00%",".00",".00","330.00","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000495","APRVD BY D","","AS PER ELI, $8/CTN FOR FREIGHT","100637","","","NJ",
"142","Open","CN0001","CONWAY","Invoice","100638","161.50",".00","  .00%",".00",".00","161.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000496","APRVD BY D","","","100638","","","OH",
"143","Open","CN0001","CONWAY","Invoice","100639","289.00",".00","  .00%",".00",".00","289.00","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000497","APRVD BY D","","","100639","","","OH",
"144","Open","CN0001","CONWAY","Invoice","100640","382.50",".00","  .00%",".00",".00","382.50","NET 60","AF","10/18/2013","W","PB","48","1 to 30"," 60","12/17/2013","","08/13","","","","","","","","","","No collection Info","376317","000498","APRVD BY D","","","100640","","","IL",
