"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","TS Status","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"68","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100113","8,232.00",".00","  .00%",".00",".00","8,232.00","NET 75","DS","09/10/2013","W","PB","45","31 to 60"," 75","11/24/2013","","08/13","","","","","","000016","08/29/2013","","","No collection Info","F0PV81","000527","APRVD JM","","","100113","G-091013","","Shipped","09/10/13","","  2352","    49","","8,232.00","    .00",".00","","","","SC","","",
"69","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100114","16,800.00",".00","  .00%",".00",".00","16,800.00","NET 75","DS","09/10/2013","W","PB","45","31 to 60"," 75","11/24/2013","","08/13","","","","","","000016","08/29/2013","","","No collection Info","F0PV82","000528","APRVD JM","","","100114","G-091013","","Shipped","09/10/13","","  4800","   100","","16,800.00","    .00",".00","","","","IN","","",
"70","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100115","11,928.00",".00","  .00%",".00",".00","11,928.00","NET 75","DS","09/10/2013","W","PB","45","31 to 60"," 75","11/24/2013","","08/13","","","","","","000016","08/29/2013","","","No collection Info","F0PV83","000529","APRVD JM","","","100115","G-091013","","Shipped","09/10/13","","  3408","    71","","11,928.00","    .00",".00","","","","AL","","",
"71","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100574","44,808.00",".00","  .00%",".00",".00","44,808.00","NET 75","DS","10/07/2013","W","PB","18","1 to 30"," 75","12/21/2013","","08/13","","","","","","000056","10/08/2013","","","No collection Info","F0PV86","000520","APRVD JM","","","100574","G126","","Shipped","10/07/13"," VENDOR PORTAL"," 13392","   279","140520","44,808.00","    .00",".00","","","","OK","","",
"72","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100590","22,104.00",".00","  .00%",".00",".00","22,104.00","NET 75","DS","10/07/2013","W","PB","18","1 to 30"," 75","12/21/2013","","08/13","","","","","","000056","10/08/2013","","","No collection Info","F0PV8J","000529","APRVD JM","","","100590","G125","","Shipped","10/07/13"," VENDOR PORTAL","  6576","   137","140536","22,104.00","    .00",".00","","","","AL","","",
"73","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100572","4,752.00",".00","  .00%",".00",".00","4,752.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV6X","000519","APRVD JM","","","100572","G154","","Shipped","10/14/13","VENDOR PORTAL","  1584","    33","140518","4,752.00","    .00",".00","","","","KY","","",
"74","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100575","4,464.00",".00","  .00%",".00",".00","4,464.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV70","000521","APRVD JM","","","100575","G155","","Shipped","10/14/13","VENDOR PORTAL","  1488","    31","140521","4,464.00","    .00",".00","","","","VA","","",
"75","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100579","8,208.00",".00","  .00%",".00",".00","8,208.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV72","000524","APRVD JM","","","100579","G159","","Shipped","10/14/13","VENDOR PORTAL","  2736","    57","140525","8,208.00","    .00",".00","","","","MO","","",
"76","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100581","432.00",".00","  .00%",".00",".00","432.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000064","10/16/2013","","","No collection Info","F0PV73","000525","APRVED JM","","","100581","G158","","Shipped","10/14/13","VENDOR PORTAL","   144","     3","140527","432.00","    .00",".00","","","","FL","","",
"77","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100589","4,320.00",".00","  .00%",".00",".00","4,320.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV77","000529","APRVD JM","","","100589","G160","","Shipped","10/14/13","VENDOR PORTAL","  1440","    30","140535","4,320.00","    .00",".00","","","","AL","","",
"78","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100591","432.00",".00","  .00%",".00",".00","432.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV78","000530","APRVD JM","","","100591","G153","","Shipped","10/14/13","VENDOR PORTAL","   144","     3","140556","432.00","    .00",".00","","","","CA","","",
"79","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100599","1,728.00",".00","  .00%",".00",".00","1,728.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV6X","000519","APRVD JM","","","100599","G162","","Shipped","10/14/13","CALL TO ROUTE","   576","    12","140545","1,728.00","    .00",".00","","","","KY","","",
"80","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100600","2,448.00",".00","  .00%",".00",".00","2,448.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV6Y","000520","APRVD JM","","","100600","G163","","Shipped","10/14/13","CALL TO ROUTE","   816","    17","140546","2,448.00","    .00",".00","","","","OK","","",
"81","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100601","2,160.00",".00","  .00%",".00",".00","2,160.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV70","000521","APRVD JM","","","100601","G165","","Shipped","10/14/13","CALL TO ROUTE","   720","    15","140547","2,160.00","    .00",".00","","","","VA","","",
"82","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100602","720.00",".00","  .00%",".00",".00","720.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV71","000522","APRVD JM","","","100602","G166","","Shipped","10/14/13","CALL TO ROUTE","   240","     5","140548","720.00","    .00",".00","","","","MS","","",
"83","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100603","3,312.00",".00","  .00%",".00",".00","3,312.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV72","000524","APRVD JM","","","100603","G164","","Shipped","10/14/13","CALL TO ROUTE","  1104","    23","140549","3,312.00","    .00",".00","","","","MO","","",
"84","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100605","720.00",".00","  .00%",".00",".00","720.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV73","000525","APRVED JM","","","100605","G161","","Shipped","10/14/13","CALL TO ROUTE","   240","     5","140551","720.00","    .00",".00","","","","FL","","",
"85","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100609","864.00",".00","  .00%",".00",".00","864.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV77","000529","APRVD JM","","","100609","G157","","Shipped","10/14/13","CALL TO ROUTE","   288","     6","140555","864.00","    .00",".00","","","","AL","","",
"86","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100610","144.00",".00","  .00%",".00",".00","144.00","NET 75","DS","10/14/2013","W","PB","11","1 to 30"," 75","12/28/2013","","08/13","","","","","","000065","10/16/2013","","","No collection Info","F0PV78","000530","APRVD JM","","","100610","G153","","Shipped","10/14/13","CALL TO ROUTE","    48","     1","140556","144.00","    .00",".00","","","","CA","","",
"87","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100701","14,592.00",".00","  .00%",".00",".00","14,592.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M3","000519","142142","","","100701","G188","","Shipped","10/21/13"," VENDOR PORTAL","  7296","   114","142860","14,592.00","    .00",".00","","","","KY","","",
"88","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100702","36,096.00",".00","  .00%",".00",".00","36,096.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M4","000520","142142","","","100702","G192","","Shipped","10/21/13"," VENDOR PORTAL"," 18048","   282","142861","36,096.00","    .00",".00","","","","OK","","",
"89","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100703","14,592.00",".00","  .00%",".00",".00","14,592.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M5","000521","142139","","","100703","G191","","Shipped","10/21/13"," VENDOR PORTAL","  7296","   114","142862","14,592.00","    .00",".00","","","","VA","","",
"90","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100704","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M6","000522","142139","","","100704","G193","","Shipped","10/21/13"," VENDOR PORTAL","  9600","   150","142863","19,200.00","    .00",".00","","","","MS","","",
"91","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100705","20,736.00",".00","  .00%",".00",".00","20,736.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M7","000524","142139","","","100705","G187","","Shipped","10/21/13"," VENDOR PORTAL"," 10368","   162","142864","20,736.00","    .00",".00","","","","MO","","",
"92","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100706","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9M8","000525","142139","","","100706","G190","","Shipped","10/21/13"," VENDOR PORTAL","  9600","   150","142865","19,200.00","    .00",".00","","","","FL","","",
"93","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100709","16,896.00",".00","  .00%",".00",".00","16,896.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9MF","000528","142139","","","100709","G201","","Shipped","10/21/13"," VENDOR PORTAL","  8448","   132","142868","16,896.00","    .00",".00","","","","IN","","",
"94","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100710","17,664.00",".00","  .00%",".00",".00","17,664.00","NET 75","DS","10/21/2013","W","PB","3","1 to 30"," 75","01/05/2014","","08/13","","","","","","000078","10/25/2013","","","No collection Info","F0W9MG","000529","142139","","","100710","G189","","Shipped","10/21/13"," VENDOR PORTAL","  8832","   138","142869","17,664.00","    .00",".00","","","","AL","","",
"95","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100707","19,200.00",".00","  .00%",".00",".00","19,200.00","NET 75","DS","11/04/2013","W","PB","","Current"," 75","01/19/2014","","08/13","","","","","","000105","12/02/2013","","","No collection Info","F0W9M9","000526","142139","","","100707","G246","","Shipped","11/04/13","EXLA-ESTES EXPR","  9600","   150","142867","19,200.00","    .00",".00","","","","OH","","",
"96","Open","DG0001","DOLLAR GENERAL LLC","Invoice","100708","7,936.00",".00","  .00%",".00",".00","7,936.00","NET 75","DS","11/04/2013","W","PB","","Current"," 75","01/19/2014","","08/13","","","","","","000105","12/02/2013","","","No collection Info","F0W9MC","000527","142139","","","100708","G246","","Shipped","11/04/13","EXLA-ESTES EXPR","  3968","    62","142867","7,936.00","    .00",".00","","","","SC","","",
"97","Open","DG0001","DOLGENCORP LLC","Invoice","101049","24,048.00",".00","  .00%",".00",".00","24,048.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MH","000519","592554","","","101049","G244","","Shipped","11/11/13","CALL TO ROUTE","  8016","   167","","24,048.00","    .00",".00","","","","TN","","",
"98","Open","DG0001","DOLGENCORP LLC","Invoice","101051","25,632.00",".00","  .00%",".00",".00","25,632.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MK","000521","592554","","","101051","G244","","Shipped","11/11/13","CALL TO ROUTE","  8544","   178","","25,632.00","    .00",".00","","","","VA","","",
"99","Open","DG0001","DOLGENCORP LLC","Invoice","101053","35,568.00",".00","  .00%",".00",".00","35,568.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MN","000524","592554","","","101053","G244","","Shipped","11/11/13","CALL TO ROUTE"," 11856","   247","","35,568.00","    .00",".00","","","","MO","","",
"100","Open","DG0001","DOLGENCORP LLC","Invoice","101056","21,600.00",".00","  .00%",".00",".00","21,600.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MR","000527","592554","","","101056","G244","","Shipped","11/11/13","CALL TO ROUTE","  7200","   150","","21,600.00","    .00",".00","","","","SC","","",
"101","Open","DG0001","DOLGENCORP LLC","Invoice","101058","31,824.00",".00","  .00%",".00",".00","31,824.00","NET 75","DS","11/11/2013","W","PB","","Current"," 75","01/26/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MV","000529","592554","","","101058","G244","","Shipped","11/11/13","CALL TO ROUTE"," 10608","   221","","31,824.00","    .00",".00","","","","AL","","",
"102","Open","DG0001","DOLGENCORP LLC","Invoice","101050","54,288.00",".00","  .00%",".00",".00","54,288.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MJ","000520","592554","","","101050","G244","","Shipped","11/12/13","CALL TO ROUTE"," 18096","   377","","54,288.00","    .00",".00","","","","OK","","",
"103","Open","DG0001","DOLGENCORP LLC","Invoice","101052","30,816.00",".00","  .00%",".00",".00","30,816.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MM","000522","592554","","","101052","G244","","Shipped","11/12/13","CALL TO ROUTE"," 10272","   214","","30,816.00","    .00",".00","","","","MS","","",
"104","Open","DG0001","DOLGENCORP LLC","Invoice","101054","31,680.00",".00","  .00%",".00",".00","31,680.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MP","000525","592554","","","101054","G244","","Shipped","11/12/13","CALL TO ROUTE"," 10560","   220","","31,680.00","    .00",".00","","","","FL","","",
"105","Open","DG0001","DOLGENCORP LLC","Invoice","101055","33,552.00",".00","  .00%",".00",".00","33,552.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MQ","000526","592554","","","101055","G244","","Shipped","11/12/13","CALL TO ROUTE"," 11184","   233","","33,552.00","    .00",".00","","","","OH","","",
"106","Open","DG0001","DOLGENCORP LLC","Invoice","101057","29,808.00",".00","  .00%",".00",".00","29,808.00","NET 75","DS","11/12/2013","W","PB","","Current"," 75","01/27/2014","","11/13","","","","","","000098","11/12/2013","","","No collection Info","F0Y5MT","000528","592554","","","101057","G244","","Shipped","11/12/13","CALL TO ROUTE","  9936","   207","","29,808.00","    .00",".00","","","","IN","","",
